Listagem de Operadores Radiofónicos e respetivos Serviços de Programas ativos a 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DESIGNAÇÃO SOCIAL OPERADOR,MORADA OPERADOR,CÓDIGO POSTAL ,LOCALIDADE ,CONCELHO ,DISTRITO ,REGIÃO AUTÓNOMA PROP (DESIGNAÇÃO SOCIAL) (LIVROS DE REGISTOS),SERVIÇO DE PROGRAMAS DE RÁDIO,MORADA,CÓDIGO POSTAL,LOCALIDADE,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA ESTUDIO,FREQUÊNCIA,CONTEÚDO (TIPO PROGRAMAÇÃO),ÁREA DE COBERTURA,DISTRITO DE LICENCIAMENTO,CONCELHO DE LICENCIAMENTO,RESPONSÁVEL PROGRAMAÇÃO,RESPONSÁVEL INFORMAÇÃO,NOME CANAL PROGRAMAS (PS),ENDEREÇO DE CORREIO ELETRÓNICO,DATA DE VALIDADE
423332,11-04-2013,"Rádio João Bosco, Lda.","Lugar de Vilarinho do Tanha, S/N",5000-011,Vilarinho de Tanha,Vila Real,Vila Real,,Rádio D. Bosco FM (Trancoso),Lugar de Vilarinho do Tanha,5000-011,Vilarinho de Tanha,Vila Real,Vila Real,,92.1,Temático - Musical,Local,Guarda,Trancoso,Paulo Jorge Aires Ribeiro,Paulo Jorge Ribeiro,,radiodombosco@sapo.pt,29-03-2039
423339,12-07-2013,"Rádio Notícias - Produções e Publicidade, SA","R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,TSF/Press,"R. Gonçalo Cristovão, Edifício ""JN""",4000-269,Porto,Porto,Porto,,,Temático - Informativo,Regional,,Norte,Nuno Filipe Domingues,Nuno Filipe Domingues,,carla.ferreirinha@noticiasilimitadas.pt,22-06-2027
423343,18-11-2013,"Palavras Originais, Lda.","R. dos Chilões, 1 R/C",7350-078,Elvas,Elvas,Portalegre,,Rádio Campo Maior,"R. dos Chilões, 1 R/C",7350-078,Elvas,Elvas,Portalegre,,95.9,Generalista,Local,Portalegre,Campo Maior,Sandra Maria Figueiredo de Almeida Matoso,Jorge Bento Sousa,RCM,r.campomaior@gmail.com,01-05-2026
423344,14-02-2014,"Rede Regional de Radiodifusão RCI, Lda.","R. da Estrada Velha, 15",3515-331,Viseu,Viseu,Viseu,,RCI,"R. Dr. Luís Ferreira (Do Comércio), 58 - 3º, Sala 6",3500-110,Viseu,Viseu,Viseu,,105.5,Generalista,Local,Viseu,Viseu,Anacleto Abreu Raimundo,Amadeu Araújo,RCI,info@rci.pt,08-05-2039
423344,14-02-2014,"Rede Regional de Radiodifusão RCI, Lda.","R. da Estrada Velha, 15",3515-331,Viseu,Viseu,Viseu,,RCS - Rádio Cultura de Seia,"R. Dr. Luis Ferreira (Do Comércio), 58 - 3º andar, Sala 6",3500-110,Viseu,Viseu,Viseu,,93.6,Generalista,Local,Guarda,Seia,Anacleto Abreu Raimundo,Amadeu Araújo,RCS,info@rci.pt,27-04-2039
423347,19-05-2014,"Próvotexto Unipessoal, Lda.","Av. Xavier Teixeira , Edif. Nova York, Bl 1 - 1º andar, escritório 4",5400-569,Chaves,Chaves,Vila Real,,Chaves FM,"Av. Xavier Teixeira , Edif. Nova York, Bl 1 - 1º andar, escritório 4",5400-569,Chaves,Chaves,Vila Real,,93.5,Generalista,Local,Vila Real,Chaves,Manuel Cruz,Paulo Vilela Azevedo,,chavesfm@hotmail.com,21-05-2039
423348,28-04-2015,"Cooperativa Nova Paivense FM, CRL","R. Ferreira de Castro, 50",4550-128,Castelo de Paiva,Castelo de Paiva,Aveiro,,Rádio Independente Paivense,"R. Ferreira de Castro, 50",4550-128,Castelo de Paiva,Castelo de Paiva,Aveiro,,99.5,Generalista,Local,Aveiro,Castelo de Paiva,Emanuel Damas,Emanuel Damas,,geral@paivensefm.info,05-03-2039
423349,20-05-2015,"Rádio JL FM, Unipessoal, Lda.","R. de Santo António, 4/6",6000-180,Castelo Branco,Castelo Branco,Castelo Branco,,Urbana FM,"R. de Santo António, 4/6",6000-180,Castelo Branco,Castelo Branco,Castelo Branco,,100.8,Generalista,Local,Castelo Branco,Castelo Branco,José Valente dos Santos Pires,Maria Irene Poças dos Santos,,marketing@radio-urbana.pt,08-05-2039
423352,31-05-2016,"Cortiçol - Cooperativa de Informação e Cultura, CRL.","R. Ema Júlio Valente, 36",7780-188,Castro Verde,Castro Verde,Beja,,Rádio Castrense,"R. Ema Júlio Valente, 36 r/c",7780-188,Castro Verde,Castro Verde,Beja,,93.0,Generalista,Local,Beja,Castro Verde,Nelson Medeiros,Rui Rosa,,direccao@corticol.eu,05-03-2039
423353,12-08-2016,"Match FM, Unipessoal, Lda.","R. do Iroma, 13",7005-485,Évora,Évora,Évora,,TDS Ponte de Sor,"Rua do Iroma, 13",7005-413,Évora,Évora,Évora,,96,Generalista,Local,Portalegre,Ponte de Sor,Amilcar Matos,Carla Correia,TDS,dialogohabil@gmail.com,29-03-2039
423354,20-12-2016,"DiálogoHábil, Unipessoal, Lda.","Travessa João Rosa, 5A",7005-665,Évora,Évora,Évora,,TDS - Telefonia do Sul,"R. do Iroma, 13",7005-413,Évora,Évora,Évora,,93.9,Generalista,Local,Setúbal,Alcácer do Sal,Amílcar Nuno Caraça de Matos,Carla Correia,TDS,dialogohabil@gmail.com,05-03-2039
423356,14-03-2019,"Narrativas e Ficções - Unipessoal, Lda.","R. do Vale, 1",2565-774,Melroeira,Torres Vedras,Lisboa,,Radioeste,"R. Princesa Maria Benedita, 4, Cave",2560-359,Torres Vedras,Torres Vedras,Lisboa,,97.8,Generalista,Local,Lisboa,Torres Vedras,Hugo Filipe Martins Simões,Rodolfo Nunes Soares dos Reis,RADIOEST,geral@radioeste.pt,08-05-2039
423357,29-05-2020,"Código Suplente, Lda.",Sítio do Carvoeiro,8375-024,Carvoeiro,Silves,Faro,,Rádio Portimão,"Urb. do Fojo, Lt. 44, Lj. B",8500-772,Portimão,Portimão,Faro,,106.5,Generalista,Local,Faro,Portimão,Isabel Maria Ferreira Costa,Rui Manuel Bernardino Vieira,,costa.algarve.isabel@hotmail.com,21-05-2039
423358,15-09-2020,"COM+Comunicação, Lda.","R. Dom João V, 24 Leap Center, Espaço Amoreiras - Centro Empresarial",1250-091,Lisboa,Lisboa,Lisboa,,Caima-Azeméis FM Rádio,"Largo Luís de Camões, Edificio Rainha - 4º Piso",3720-232,Oliveira de Azeméis,Oliveira de Azeméis,Aveiro,,89.7,Generalista,Local,Aveiro,Oliveira de Azeméis,Maria dos Anjos de Oliveira Costa,Eduardo de Oliveira Costa,AZFM,geral@com-mais.pt,08-05-2039
423359,30-03-2022,"Quarteto das Letras Unipessoal, Lda.","Av. Visconde de Barreiros, 89 - 4º",4470-151,Maia,Maia,Porto,,Rádio NoAr Azeméis,"Av. Visconde de Barreiros, 89 - 5º",4470-151,Maia,Maia,Porto,,97.1,Temático - Musical,Local,Aveiro,Oliveira de Azeméis,José Augusto Teixeira Gomes,Angélica Maria Corgo Santos da Nova,R.NOAR,administrativos@canal5.pt,08-05-2039
423360,24-11-2022,"Benfica FM, Unipessoal Lda.","Avenida Eusébio da Silva Ferreira - Estádio do Sport Lisboa e Benfica, Porta 18",1500-313,Lisboa,Lisboa,Lisboa,,Golo FM (Bombarral),"R. do Salgueirô, 69 - Centro Empresarial NFM",4585-208,Gandra,Paredes,Porto,,94.8,Temático - Desportivo Informativo,Local,Leiria,Bombarral,José João Vinhas da Silva,José João Vinhas da Silva,GOLOFM,egomes@slbenfica.pt,05-03-2039
423362,30-11-2023,"Sintonia Feirense - Publicidade e Marketing, Lda.","Avenida Dr. Francisco Sá Carneiro, Edifício Paçô Parque E, 1º drt.",4520-617,Paçô,Santa Maria da Feira,Aveiro,,Sintonia Feirense,"Av. 5 de outubro, Edif. Fonte Santa, 4",4520-162,Santa Maria da Feira,Santa Maria da Feira,Aveiro,,92.0,Generalista,Local,Aveiro,Santa Maria da Feira,Paula Albuquerque,Filipa Gomes,SINTONIA,geral@radiosintonia.pt,08-05-2039
423365,14-03-2024,"Justpoetic, Lda","Rua 1º de Maio, 81 - 1º, Loja B",7300-205,Portalegre,Portalegre,Portalegre,,Rádio Cávado,"R. Dom Afonso, 198",4750-222,Barcelos,Barcelos,Braga,,102.4,Generalista,Local,Braga,Barcelos,Eduardo Costa,Eduardo Costa,,justpoetic2024@gmail.com,08-05-2039
423367,20-11-2024,Rádio Voz de Reguengos de Monsaraz CRL,Campo 25 de abril,7200-389,Reguengos de Monsaraz,Reguengos de Monsaraz,Évora,,Rádio Voz de Reguengos,Campo 25 de Abril,7200-368,Reguengos de Monsaraz,Reguengos de Monsaraz,Évora,,99.0,Generalista,Local,Évora,Reguengos de Monsaraz,Paulo Fernando Chumbo Marcão,Rui Miguel Balancho Lopes,VOZ.REG.,radio.reguengos@gmail.com,29-03-2039
423368,02-02-2026,"TVC Televisão do Centro, Lda.","R. do Calvário, 19",3750-836,Valongo do Vouga,Águeda,Aveiro,,Rádio Caria,Edifício da Junta de Freguesia de Caria,6250-111,Caria,Belmonte,Castelo Branco,,102.5,Generalista,Local,Castelo Branco,Belmonte,Nuno Soares,Sara Soares,R.CARIA,nunosoares@tvc.pt,05-03-2039
423369,16-06-2026,Opacajanela – Unipessoal Lda,"R. Álvaro Ferreira Alves, 28",2855-591,Santa Marta do Pinhal,Seixal,Setúbal,,RACAB - Rádio Castelo Branco,"Av. 1º de Maio, 89 - 1º Esq.",6000-086,Castelo Branco,Castelo Branco,Castelo Branco,,92.00,Generalista,Local,Castelo Branco,Castelo Branco,Ricardo Luís Pires Coelho,Ricardo Luís Pires Coelho,RCBRANCO,,08-05-2039
