Listagem de Publicações Periódicas ativas à data de 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DENOMINAÇÃO,SUPORTE,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,MORADA SEDE REDAÇÃO,CÓDIGO POSTAL SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,DISTRITO SEDE REDAÇÃO,EDITOR,DIRETOR,DIRETOR ADJUNTO,SUBDIRETOR,NOME / DESIGNAÇÃO SOCIAL - PROPRIETÁRIO,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA PROP,ENDEREÇO DE CORREIO ELETRÓNICO,WEBSITE
118529,03-11-1994,Executive Digest,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. Cidade de Rabat, 41 B",1500-159,Lisboa,Lisboa,Lisboa,"Multipublicações - Edição, Publicação de Informação e Prestação de Serviços de Comunicações, Lda",Ricardo Jorge Isidro Carneiro Florêncio,,,"Multipublicações - Edição, Publicação de Informação e Prestação de Serviços de Comunicação, Lda",Lisboa,Lisboa,,geral@multipublicacoes.pt,https://executivedigest.sapo.pt/
118575,03-11-1994,Praça Alta,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"Travessa do Convento, 10",6350-152,Almeida,Almeida,Guarda,Associação dos Amigos de Almeida,Manuel Carlos Torres Ladeiro,Filipe Manuel Batista Vilhena de Carvalho,,Associação dos Amigos de Almeida,Almeida,Guarda,,pracaalta@gmail.com,http://www.amigosdealmeida.com
118703,22-12-1994,Cais,Papel,Nacional,Informação Geral,Mensal,Registo Definitivo,"R. do Vale Formoso de Cima, 49/55",1950-265,Lisboa,Lisboa,Lisboa,Amílcar José Monteiro Fidélis,Amílcar José Monteiro Fidélis,,,Cais - Associação de Solidariedade Social,Lisboa,Lisboa,,cais@cais.pt,https://www.cais.pt/revista-cais-do-mes/
118771,23-01-1995,Sopé da Montanha,Papel,Regional,Doutrinária,Mensal,Registo Definitivo,"Av. Vice-Almirante Adriano Saavedra, 4",3610-130,Tarouca,Tarouca,Viseu,Fábrica da Igreja Paroquial da Freguesia de Tarouca,Manuel Carlos Pereira Lopes,José Américo dos Santos Castro,,Fábrica da Igreja Paroquial da Freguesia de Tarouca,Tarouca,Viseu,,sopedamontanha@gmail.com,
118874,03-03-1995,Caras,Papel,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"R. Calvet de Magalhães, 242",2770-022,Paço de Arcos,Oeiras,Lisboa,"Impresa Publishing, SA",Pedro Miguel Lopes Amante,,,"Grupo Perfil Inversora, S.A.",,,,pamante@impresa.pt,
118930,30-03-1995,Exame Informática,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Av. Jacques Delors, Edifício Inovação 3.1, Espaço nº 511/512",2740-122,Porto Salvo,Oeiras,Lisboa,"Trust In News, Unipessoal, Lda.",Sérgio Magno Jardim dos Santos,,,"Trust In News, Unipessoal, Lda.",Oeiras,Lisboa,,cscampos@trustinnews.pt,https://visao.sapo.pt/exameinformatica/
118974,07-04-1995,Horizonte,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"R. da Vila, 15",3240-332,Avelar,Ansião,Leiria,Marco António Rosa Marques,Marco António Rosa Marques,,,Marco António Rosa Marques,Ansião,Leiria,,horizonte1996@gmail.com,www.jhorizonte.com
119093,07-06-1995,Equisport,Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Pcta. António Nobre, 7 - 3º Dto",2790-026,Carnaxide,Oeiras,Lisboa,Maria Margarida Pessoa Ferreira Neves,Maria Margarida Pessoa Ferreira Neves,Michelle Ferreira Neves Rosa Santos,,Maria Margarida Pessoa Ferreira Neves,Oeiras,Lisboa,,equisport@equisport.pt,www.equisport.pt
119131,07-06-1995,Alto Minho,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. Francisco Sá Carneiro, 34 - Bloco C, 1º  AL",4990-024,Ponte de Lima,Ponte de Lima,Viana do Castelo,"AM Minius, Lda",Fernando da Silva Pereira,,,"AM Minius, Lda.",Ponte de Lima,Viana do Castelo,,miniuspub@gmail.com,www.altominho.com.pt
119146,04-07-1995,Cofre,Papel,Nacional,Informação Geral,Trimestral,Registo Definitivo,"R. do Arsenal, Letra E",1149-080,Lisboa,Lisboa,Lisboa,Cofre de Previdência dos Funcionários e Agentes do Estado,Sónia Alexandra Bastos de Campos Ferreira,,,Cofre de Previdência dos Funcionários e Agentes do Estado,Lisboa,Lisboa,,geral@cofreprevidencia.pt,www.cofre.org
119183,28-08-1995,Táxi,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Estrada Paço do Lumiar, Lt. R2 - Lj. A",1600-543,Lisboa,Lisboa,Lisboa,Carlos Alberto Antunes Simões Ramos,Carlos Alberto Martins da Silva,,,Federação Portuguesa do Táxi - FPT,Lisboa,Lisboa,,rute.oliveira@fptaxi.pt,http://www.fptaxi.pt
119248,18-09-1995,Festa,Papel/Online,Regional,Informação Geral,Trimestral,Registo Definitivo,"Rua de Charniche, 15A",2565-834,Azinhaga,Torres Vedras,Lisboa,Título Genérico - Edições Lda,Carlos Jorge Matos Rosa,,,Carlos Jorge Matos da Rosa,Torres Vedras,Lisboa,,geral@guiadooeste.pt,www.revistafesta.com
119275,18-09-1995,Boletim Esclerose Múltipla,Papel,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"R. Zófimo Pedroso, 66",1950-291,Lisboa,Lisboa,Lisboa,Sociedade Portuguesa de Esclerose Múltipla,Alexandre José Lopes Guedes da Silva,Telma Heloísa Carrasco Salsinha Teles,,Sociedade Portuguesa de Esclerose Múltipla,Lisboa,Lisboa,,comunicacao@spem.pt,www.spem.org
119452,17-11-1995,PC Guia,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Azinhaga da Torre do Fato. 7B, Escritório 1",1600-774,Lisboa,Lisboa,Lisboa,"Fidemo - Sociedade Media, Lda.",Pedro Miguel Tróia Ramos,,,"Fidemo - Sociedade de Media, Lda.",Lisboa,Lisboa,,vascotaveira@pcguia.fidemo.pt,www.pcguia.pt
119521,20-12-1995,A Voz de Loulé,Papel,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. 1º de Dezembro, 26 B",8100-615,Loulé,Loulé,Faro,"Goldenhouse - Mediação Imobiliária, Edição e Comércio de Jornais, Lda.",Nathalie Dias Rodrigues,,,"Goldenhouse - Mediação Imobiliária, Edição e Comércio de Jornais, Lda.",Loulé,Faro,,diretora@avozdeloule.com,www.avozdeloule.com
119535,20-12-1995,Terras do Demo,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"Av. 25 de Abril, 43 - 1º (Apartado 66)",3620-304,Moimenta da Beira,Moimenta da Beira,Viseu,Gil Augusto Carvalho,Gil Augusto Carvalho,Manuel Tomé de Oliva Costa,,Gil Augusto Carvalho,Moimenta da Beira,Viseu,,jornalterrasdodemo@gmail.com,
119592,22-01-1996,Marketeer,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. Cidade de Rabat, 41 B",1500-159,Lisboa,Lisboa,Lisboa,"Multipublicações - Edição, Publicação de Informação e Prestação de Serviços de Comunicação, Lda",Ricardo Jorge Isidro Carneiro Florêncio,,,"Multipublicações - Edição, Publicação de Informação e Prestação de Serviços de Comunicação, Lda",Lisboa,Lisboa,,secretariado@multipublicacoes.pt,www.marketeer.pt
119723,04-03-1996,100 Maiores Empresas dos Açores,Papel,Regional,Informação Especializada,Anual,Registo Definitivo,"R. Dr. Bruno Tavares Carreiro, 34-36",9500-055,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Rui Jorge Pimentel Cabral,Paula Gouveia,,,"Açormédia - Comunicação Multimédia e Edição de Publicações, S.A.",Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,ricardo.ferro@globalmediagroup.pt,
119741,04-03-1996,Ser Abrigo,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. Domingos Bomtempo, 7",1700-142,Lisboa,Lisboa,Lisboa,Comunidade Vida e Paz,Renata Alexandra Alves Ferreira,,,Comunidade Vida e Paz,Lisboa,Lisboa,,geral@alvalade.cvidaepaz.pt,www.cvidaepaz.pt
119748,04-03-1996,Jornal da Região,Papel/Online,Regional,Informação Geral,Anual,Registo Definitivo,"Rua do Alto do Forte, nº 5",2635-446,Rio de Mouro,Sintra,Lisboa,"Monde Visionnaire - Comunicação Social, S.A.",André Manuel Xavier Lourenço,,,"Monde Visionnaire - Comunicação Social, S.A.",Sintra,Lisboa,,clopes.apametal@grupometal.com,https://jregiao-online.webnode.pt/estatuto-editorial-jornal-da-regiao/
119774,18-03-1996,Revista Alentejo,Papel,Regional,Informação Geral,Semestral,Registo Definitivo,"R. Portas de Santo Antão, 58",1150-268,Lisboa,Lisboa,Lisboa,Casa do Alentejo,Manuel Alberto da Silva Verdugo,Jorge Manuel Simões Alves,,Casa do Alentejo,Lisboa,Lisboa,,admin@casadoalentejo.pt,www.casadoalentejo.pt
119804,27-03-1996,Apoiar - O Jornal do Stress de Guerra,Papel/Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"Bairro da Liberdade, Rua C - Lote 10 - Loja 1.10 - Piso 1",1070-023,Lisboa,Lisboa,Lisboa,Apoiar - Associação de Apoio aos Ex-Combatentes Vítimas do Stress de Guerra,Manuel Alberto Lélis Vicente da Cruz,Lucília Eduarda Abrantes Bravo,,Apoiar - Associação de Apoio aos Ex-Combatentes Vítimas de Stress de Guerra,Lisboa,Lisboa,,apoiar.stressdeguerra@gmail.com,www.apoiar-stressdeguerra.com
119850,29-04-1996,A Nossa Terra,Papel,Regional,Informação Especializada,Bienal,Registo Suspenso,"R. D. Afonso Henriques, 67- 1º Esq.",4700-030,Braga,Braga,Braga,"Direnor - Comunicação, Estudos, Consultadoria e Divulgação Regional, Lda",José António da Silva Ferreira,,,"Direnor - Comunicação, Estudos, Consultadoria e Divulgação Regional, Lda",Braga,Braga,,geral@direnor.pt,www.direnor.pt
119950,17-06-1996,Noticias da Estela,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"R. Comendador Araújo, 166",4570-203,Estela,Póvoa de Varzim,Porto,"Grupo Desportivo, Cultural e Recreativo Senhora do Ó",Dennis Fernandes Moreira,,,"Grupo Desportivo, Cultural e Recreativo Senhora do Ó",Póvoa de Varzim,Porto,,noticiasdaestela@gmail.com,
119963,17-06-1996,O Instalador,Papel/Online,Nacional,Informação Especializada,10 x ano,Registo Definitivo,"Avenida Defensores de Chaves, 15, 3.º F",1000-109,Lisboa,Lisboa,Lisboa,"Induglobal, Unipessoal, Lda.",Joana Gonçalves da Fonseca Peres,,,"Induglobal, Unipessoal, Lda.",Lisboa,Lisboa,,induglobal@interempresas.net,www.oinstalador.com
119994,17-06-1996,Computador,Papel,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Av. Atlântico, 16 - Edificio Panoramic - 14º  piso - Escritório 8",1990-019,Lisboa,Lisboa,Lisboa,"Vias do Futuro - Tecnologias de Informação, Lda",Sérgio Manuel Gaspar Gomes Alves,,,"Vias do Futuro - Tecnologias de Informação, Lda",Lisboa,Lisboa,,geral@futuro.net,
120130,10-07-1996,Galileu - Revista de Direito e Economia,Online,Regional,Informação Especializada,Anual,Registo Definitivo,"R. de Santa Marta, 47 - 3º",1169-023,Lisboa,Lisboa,Lisboa,"CEU - Cooperativa de Ensino Universitário, CRL",Manuel Monteiro Guedes Valente,Emanuel Agostinho Azevedo Carvalho; Patrícia Cardoso Dias,,"CEU - Cooperativa de Ensino Universitario, C.R.L.",Lisboa,Lisboa,,ediual@autonoma.pt,http://journals.ual.pt/galileu
120146,10-07-1996,Jornal da Golpilheira,Papel,Regional,Informação Geral,Bimestral,Registo Definitivo,"Estrada do Baçairo, 856",2440-234,Golpilheira,Batalha,Leiria,Centro Recreativo da Golpilheira,Luis Miguel Ribeiro Ferraz,,,Centro Recreativo da Golpilheira,Batalha,Leiria,,geral@jornaldagolpilheira.com,www.jornaldagolpilheira.com
120152,10-07-1996,Carteira Deco Proteste Investe,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Av. Eng. Arantes e Oliveira, 13",1900-221,Lisboa,Lisboa,Lisboa,"Deco Proteste, Editores, Lda.",Cláudia Marisa Ferreira Maia,,,"Deco Proteste, Editores, Lda.",Lisboa,Lisboa,,claudia.maia@deco.proteste.pt,www.deco.proteste.pt/investe/quem-somos-p194718.ht
120298,13-09-1996,Jornal de Azeitão,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"R. José Augusto Coelho, 154",2925-539,Vila Nogueira de Azeitão,Setúbal,Setúbal,Santa Casa da Misericórdia de Azeitão,Catarina Maria Silva de Almeida Amaral,,,"Santa Casa da Misericórdia de Azeitão, IPSS",Setúbal,Setúbal,,secretaria@scmazeitao.pt,http://jornaldeazeitao.blogspot.com
120334,28-10-1996,CJA - Cadernos de Justiça Administrativa,Papel,Nacional,Informação Especializada,Bianual,Registo Definitivo,Escola de Direito da Universidade do Minho - Campus de Gualtar,4710-057,Braga,Braga,Braga,Cejur - Centro de Estudos Jurídicos do Minho,Elizabeth Fernandez,,,Cejur - Centro de Estudos Jurídicos do Minho,Braga,Braga,,cejur@cejur.pt,www.cejur.pt
120363,28-10-1996,Voz do Campo,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Tv. do Matadouro, Bloco B, 2-A - R/C Esq.",6000-306,Castelo Branco,Castelo Branco,Castelo Branco,Paulo Manuel Martins Gomes,Paulo Manuel  Martins Gomes,,,"Voz do Campo, Editora, Lda",Castelo Branco,Castelo Branco,,administracao@vozdocampo.pt,www.vozdocampo.pt
120407,08-11-1996,Anuário Náutico,Papel,Nacional,Informação Especializada,Anual,Registo Definitivo,"Rua de Baixo, 34",3300-252,Alqueve  Folques,Arganil,Coimbra,"Lobo do Mar - Sociedade Editorial, Lda.",Vasco Maria  Melo Goncalves,,,"Lobo do Mar - Sociedade Editorial, Lda",Arganil,Coimbra,,geral@lobodomar.net,www.lobodomar.net
120525,18-12-1996,Janus,Papel,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. de Santa Marta, 56",1150-297,Lisboa,Lisboa,Lisboa,Universidade Autónoma de lisboa,Luís José Rodrigues Leitão Tomé,,Fernando Jorge Cardoso,"CEU - Cooperativa de Ensino Universitario, C.R.L.",Lisboa,Lisboa,,ediual@autonoma.pt,
120592,06-01-1997,Notícias de S. Bráz,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"Largo do Mercado, 2  (Apartado 170)",8150-108,São Brás de Alportel,São Brás de Alportel,Faro,Joaquim Manuel Dias,Joaquim Manuel Dias,,Joaquim Gago Mendonza,Joaquim Manuel Dias,São Brás de Alportel,Faro,,noticias.joaquim@sapo.pt,www.jornalregional.com
120647,31-01-1997,Anuário Relógios & Canetas,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"Rua de João Penha, nº 10 – r/c – sala 7",1250-131,Lisboa,Lisboa,Lisboa,"Projectos Especiais - Consultores de Comunicação, Lda.",João Paulo Rodiles Viegas Soares,,,"Projectos Especiais - Consultores de Comunicação, Lda.",Cascais,Lisboa,,inesneto@projectosespeciais.pt,https://www.anuariorelogiosecanetas.pt/
120707,20-02-1997,Agro-Manual,Papel,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. Álvaro de Campos, 18 - 1.º Esq.",2675-225,Odivelas,Odivelas,Lisboa,"Agro-Manual - Publicações, Unipessoal Lda",Carla Alexandra Gomes dos Santos Araújo,,,"Agro-Manual - Publicações, Unipessoal Lda",Odivelas,Lisboa,,carla@agromanual.pt,
120731,27-02-1997,Etnográfica,Online,Nacional,Informação Especializada,Quadrimestral,Registo Definitivo,Av. das Forças Armadas - Edifício ISCTE-IUL,1649-026,Lisboa,Lisboa,Lisboa,Centro em Rede de Investigação em Antropologia,Humberto Miguel dos Santos Martins,,,Centro em Rede de Investigação em Antropologia,Lisboa,Lisboa,,etnografica@cria.org.pt,https://journals.openedition.org/etnografica/
120732,28-02-1997,Saber Madeira,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Parque Industrial, Zona Oeste, Lt. 7",9304-006,Câmara de Lobos,Câmara de Lobos,Ilha da Madeira,"O.L.C. Unipessoal, Lda",Helena Sousa Aguiar,,,"O.L.C. Unipessoal, Lda.",Funchal,Ilha da Madeira,Região Autónoma da Madeira,hsa-adv@outlook.pt,www.sabermadeira.pt
120738,28-02-1997,Vida Judiciária,Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"R. Gonçalo Cristovão, 14 R/c",4000-263,Porto,Porto,Porto,"Vida Económica - Editorial, S.A.",João Luis Marinho Peixoto de Sousa,,,"Vida Económica - Editorial, SA",Porto,Porto,,mariajoao@vidaeconomica.pt,www.vidaeconomica.pt
120891,15-04-1997,A Padaria Portuguesa,Papel,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"R. de Tomar, 11 - 1º",3000-401,Coimbra,Coimbra,Coimbra,João Paulo Frade,Luís Miguel Ferreira Gonçalves,,,"ACIP - Associação do Comércio e da Indústria de Panificação, Pastelaria e Similares",Coimbra,Coimbra,,padariaportuguesa@acip.pt,www.acip.pt
120902,15-05-1997,Caça & Cães de Caça,Papel,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Edif. StartUp, Sintra, R. Retiro dos Pacatos, 50 - sala 10",2635-224,Covas,Sintra,Lisboa,Nuno Gomes,Pedro Manuel Lopes Vitorino,,,"Editorial Grupo V - Portugal, Lda",Sintra,Lisboa,,a.lobo@grupov.com,www.grupov.com
120975,19-05-1997,Flashes de Fátima,Papel,Nacional,Doutrinária,Mensal,Registo Definitivo,"Av. João XXI, 11, 1º Esq.",1000-298,Lisboa,Lisboa,Lisboa,Associação Custódios de Maria,Manuel Sílvio Abreu Almeida,,,Associação dos Custódios de Maria,Lisboa,Lisboa,,secretaria@custodiosdemaria.pt,
121035,04-06-1997,Revista de Espiritualidade,Papel,Nacional,Doutrinária,Trimestral,Registo Definitivo,Convento de Avessadas (Apartado 141),4634-001,Marco de Canaveses,Marco de Canaveses,Porto,"Edições Carmelo - Edição de Publicações, Unipessoal, Lda",João Manuel Teixeira da Costa,,,"Edições Carmelo - Edição de Publicações, Unipessoal, Lda",Marco de Canaveses,Porto,,editorial@carmelo.pt,www.carmelo.pt
121371,30-09-1997,Diário de Santarém,Papel,Regional,Informação Geral,Anual,Registo Definitivo,"Av. Cidade de Maringá, 106  - Centro Comercial Mar - Lojas 95/96",2400-118,Leiria,Leiria,Leiria,"Adriano Lucas, Lda.",Adriano Callé Cunha Lucas,,,"Adriano Lucas, Lda.",Coimbra,Coimbra,,jorge.dinis@diariocoimbra.pt,
121450,15-10-1997,O Popular de Soure,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"Largo Conde Ferreira, s/n",3130-212,Soure,Soure,Coimbra,"Publiline - Desenho e Publicidade, Lda.",Fernando Santos Dias,,,"R.P.C.S. - Soure F.M. Radiodifusão e Publicidade, Unipessoal, Lda.",Soure,Coimbra,,geral@radiosoure.pt,www.radiosoure.pt
121571,17-11-1997,Negócios,Papel/Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"R. Luciana Stegagno Picchio, 3",1549-023,Lisboa,Lisboa,Lisboa,"Medialivre, S.A.",Diana Margarida Coelho Ramos,Celso Nóbua da Silva Filipe,,"Medialivre, S.A.",Lisboa,Lisboa,,plataforma@medialivre.pt,www.jornaldenegocios.pt
121611,03-12-1997,Ensino Magazine,Papel,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Av. do Brasil, 4 R/C (Apartado 262)",6000-079,Castelo Branco,Castelo Branco,Castelo Branco,"RVJ - Editores, Lda.",João António Marques da Costa Batista Carrega,,,"RVJ - Editores, Lda",Castelo Branco,Castelo Branco,,ensino@rvj.pt,www.ensino.eu
121639,15-12-1997,Telenovelas,Papel,Nacional,Informação Especializada,Semanal,Registo Definitivo,Avenida Jacques Delors  Edifício Inovação 3.1 Espaço nº 511/512 ,2740-122,Porto Salvo,Oeiras,Lisboa,"Trust In News, Unipessoal, Lda.",Ana Rita Freire Santos Sena Lino,Carlos Maciel,,"Trust In News, Unipessoal, Lda.",Oeiras,Lisboa,,cscampos@trustinnews.pt,
121653,15-12-1997,Tribuna Universitária,Papel,Regional,Informação Geral,Anual,Registo Definitivo,"R. Adriano Lucas, 161",3020-430,Coimbra,Coimbra,Coimbra,"Adriano Lucas, Lda.",Adriano Callé Cunha Lucas,,,"Adriano Lucas, Lda.",Coimbra,Coimbra,,jorge.dinis@diariocoimbra.pt,
121686,23-12-1997,Gui@ da Internet,Papel,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Av. Atlântico, 16 - Edificio Panoramic - 14º  piso - Escritório 8",1990-019,Lisboa,Lisboa,Lisboa,"Vias do Futuro - Tecnologias de Informação, Lda",Sérgio Manuel Gaspar Gomes Alves,,,"Vias do Futuro - Tecnologias de Informação, Lda",Lisboa,Lisboa,,geral@futuro.net,www.futuro.net
121722,21-01-1998,Tecnohospital - Revista de Engenharia e Gestão de Saúde,Papel,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"Av. da República, 2475, sala 64",4430-208,Vila Nova de Gaia,Vila Nova de Gaia,Porto,"Engenho e Média, Lda",João Durão Carvalho,,,"Publindústria - Produção de Comunicação, Lda",Porto,Porto,,antonio.malheiro@publindustria.pt,www.publindustria.pt; www.technohospital.pt
121881,16-02-1998,Casas de Portugal,Papel,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"R. dos Pinheiros, 47, Casa 4",2645-535,Bicesse,Cascais,Lisboa,"Moon Media - Comunicação, Unipessoal, Lda",Maria do Amparo Santa Clara de Sousa Barbas,,,"Moon Media - Comunicação, Unipessoal, Lda",Cascais,Lisboa,,amparo@casasdeportugal.com.pt,
121888,16-02-1998,Bipolar,Papel/Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Qta. do Cabrinha, Av. de Ceuta, 53 - Lj. F/G, H/I e J",1300-125,Lisboa,Lisboa,Lisboa,Associação de Apoio Aos Doentes Depressivos e Bipolares - ADEB,Renata Manuel Mendes Frazão,,,Associação de Apoio Aos Doentes Depressivos e Bipolares - ADEB,Lisboa,Lisboa,,renatafrazao@adeb.pt,www.adeb.pt
121899,18-02-1998,Jornal do Pinhal Novo,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. do Passadiço, 20 - 2º Esq.",2950-026,Palmela,Palmela,Setúbal,Ana Cláudia Aldegalega Pereira,Ana Cláudia Aldegalega Pereira,,,Ana Cláudia Aldegalega Pereira,Palmela,Setúbal,,claudia.aldegalega@gmail.com,http://jpnovo.pt
